IdA	IdB	score	publications	detectionMethods	interactionTypes
P40956	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47129	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53112	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53118	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32793	P53189	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53901	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53933	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q00916	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04322	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47150	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40095	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06604	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q03780	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12168	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08229	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12510	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12267	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P15891	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P10566	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32790	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25652	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P33400	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32855	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36123	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36036	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53974	P15891	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40960	P15891	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40563	P15891	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53145	P15891	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P26793	P15873	0.43887317	pubmed:7673186	psi-mi:"MI:0004"(affinity chromatography technology)	psi-mi:"MI:0407"(direct interaction)
P53845	Q92331	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q05580	P15891	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08873	P15891	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q07528	P53845	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32913	P53845	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P47057	P53093	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53039	Q07528	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53845	P38815	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53093	P38815	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32913	P53093	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53039	P32913	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q08229	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q07657	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06604	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04749	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12199	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12168	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12164	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08412	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12446	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12344	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12211	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12200	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40494	P15891	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P17555	P15891	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P04819	P15891	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12510	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36122	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P39081	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P39083	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40036	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P08018	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P11710	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32448	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36077	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06412	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06524	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12446	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40095	P39969	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40568	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53153	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q00246	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q01846	P40073	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q07657	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06833	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12164	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08412	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04964	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04749	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06604	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04991	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P43603	Q12446	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P43603	Q12344	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12510	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12466	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12199	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12168	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P43603	Q12211	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12200	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12344	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12365	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08412	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12168	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06604	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q06833	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04322	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04964	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25335	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25441	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P13712	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P21827	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12532	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
O13561	P38041	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12446	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12510	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38266	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38140	P39743	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P33400	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P31374	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P15891	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P10566	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12365	P39969	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q03780	P39969	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q03780	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q00916	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53933	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53901	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53153	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47129	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40956	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38289	P39743	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P48562	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53145	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40563	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47068	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q00453	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q01389	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53735	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53933	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P34245	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P34758	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P39743	P40563	0.43887317	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P15891	P53933	0.43887317	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P40450	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40453	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P37370	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40021	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25652	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25604	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P25441	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P15891	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32855	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32790	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32634	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P31374	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12168	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q08912	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q03900	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04439	Q03306	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P10566	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P09119	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P07269	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q12451	Q04439	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38289	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38739	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38870	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P39564	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40095	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40325	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40453	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40494	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P32862	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P33400	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36036	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36123	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P36531	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P43603	P38090	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38140	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38266	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53169	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53118	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53901	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53189	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53955	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P53933	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q04322	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q00916	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40574	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40563	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40959	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40956	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47043	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P40986	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47150	P43603	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P47129	P43603	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
Q02629	Q02199	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P38181	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	Q05166	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P46673	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P35729	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P34077	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P52891	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P48837	P49687	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P53011	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P48837	Q02199	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P48837	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P48837	P52891	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P38181	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32499	P39705	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P34077	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	Q02199	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	Q05166	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	P52891	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	Q02630	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
